to_ss	to_word	relation	from_ss	from_word	isvisual	cardinality	score
102456147	Chlamyphorus	hasMember	108110373	species	 	3+ 	1
108295580	United Nations	hasMember	108296500	Trusteeship Council	 	3+ 	1
102252039	Aphidoidea	hasMember	101332653	Flaviviridae	 	3+ 	1
111831730	Bassia	hasMember	111831874	summer cypress	 	3+ 	1
102143759	Hipposideros	hasMember	102143891	horseshoe bat	 	3+ 	1
108327816	seminar	hasMember	109953965	conferee	 	3+ 	1
113177354	Platycerium	hasMember	108109624	subgenus	 	3+ 	1
112348774	Melastomataceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
107966421	migration	hasMember	108664443	place	 	3+ 	0.8
102219234	Formicidae	hasMember	101332347	Togaviridae	 	3+ 	1
111971600	Gerbera	hasMember	111971783	African daisy	 	3+ 	1
102605139	Chaetodontidae	hasMember	108108627	subfamily	 	3+ 	1
101912688	genus Nanomia	hasMember	108109624	subgenus	 	3+ 	1
101396776	genus Vorticella	hasMember	101396951	vorticella	 	3+ 	1
108390374	paratroops	hasMember	110582746	man	 	3+ 	1
112382484	Ochnaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
109732903	French	hasMember	100007846	person	 	3+ 	1
102304229	Antheraea	hasMember	102304657	pernyi moth	 	3+ 	1
112610933	Naiadales	hasMember	112617140	Scheuchzeriaceae	 	3+ 	1
113047385	Secotiaceae	hasMember	108108972	genus	 	3+ 	1
101845627	Anatidae	hasMember	101847565	Anas	 	3+ 	1
101834702	Caprimulgiformes	hasMember	108107191	suborder	 	3+ 	1
101801753	Alectura	hasMember	108110373	species	 	3+ 	1
102601200	Mugilidae	hasMember	101332653	Flaviviridae	 	3+ 	1
113226526	Geoglossaceae	hasMember	113226698	Geoglossum	 	3+ 	1
112662223	Chiococca	hasMember	108109624	subgenus	 	3+ 	1
113179216	Adiantaceae	hasMember	108108972	genus	 	3+ 	1
101493366	Squalidae	hasMember	101332653	Flaviviridae	 	3+ 	1
112942270	Petroselinum	hasMember	108109624	subgenus	 	3+ 	1
112581381	Palmae	hasMember	112587686	Cocos	 	3+ 	1
111540747	Eubryales	hasMember	108107191	suborder	 	3+ 	1
107945818	living	hasMember	108615926	parts	 	3+ 	0.8
108211290	military police	hasMember	108400965	membership	 	3+ 	1
102347865	Erethizontidae	hasMember	101333610	Reoviridae	 	3+ 	1
102622823	Trichiuridae	hasMember	101333610	Reoviridae	 	3+ 	1
108062842	publishing conglomerate	hasMember	108400965	membership	 	3+ 	1
112671157	Caprifoliaceae	hasMember	112673178	Linnaea	 	3+ 	1
113192898	Dryopteris	hasMember	113193143	broad buckler-fern	 	3+ 	1
102382039	cayuse	hasMember	102376542	foal	 	3+ 	1
112151814	Carex	hasMember	108109624	subgenus	 	3+ 	1
112610186	Eichhornia	hasMember	108110373	species	 	3+ 	1
112964572	Ceratostomataceae	hasMember	101333082	Arenaviridae	 	3+ 	1
102610834	Polynemidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
102198996	Melophagus	hasMember	108109624	subgenus	 	3+ 	1
101891438	Soricidae	hasMember	101333082	Arenaviridae	 	3+ 	1
102181863	Bruchidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101528087	Motacillidae	hasMember	101333610	Reoviridae	 	3+ 	1
108408900	working group	hasMember	108357992	quorum	 	3+ 	1
101501450	Raja	hasMember	101501641	grey skate	 	3+ 	1
108132323	Department of Defense Laboratory System	hasMember	110287213	man	 	3+ 	0.8
111797016	genus Aralia	hasMember	111798270	bristly sarsaparilla	 	3+ 	1
107947789	grass roots	hasMember	109411430	river	 	3+ 	0.8
108264441	third party	hasMember	110287213	man	 	3+ 	0.8
108062326	accounting firm	hasMember	108400965	membership	 	3+ 	1
102196761	Rhagoletis	hasMember	108109624	subgenus	 	3+ 	1
102654256	Ostraciidae	hasMember	101332653	Flaviviridae	 	3+ 	1
108301709	International Maritime Organization	hasMember	110287213	man	 	3+ 	0.8
107944618	blood	hasMember	109917593	child	 	3+ 	0.8
101454702	Gasterosteidae	hasMember	101455141	Gasterosteus	 	3+ 	1
112778926	Sarraceniales	hasMember	112783996	Roridulaceae	 	3+ 	1
112864363	genus Salvia	hasMember	112864545	sage	 	3+ 	1
111604393	Bennettitaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101594611	Hirundo	hasMember	101594968	cliff swallow	 	3+ 	1
108218393	shift	hasMember	110287213	man	 	3+ 	0.8
101478300	Myxinidae	hasMember	108108972	genus	 	3+ 	1
102487217	Macaca	hasMember	108109624	subgenus	 	3+ 	1
111668573	Arecidae	hasMember	108106934	order	 	3+ 	1
108300783	International Bank for Reconstruction and Development	hasMember	110287213	man	 	3+ 	0.8
112493699	Cercidium	hasMember	108110373	species	 	3+ 	1
102652979	Balistidae	hasMember	101333610	Reoviridae	 	3+ 	1
112363110	genus Dillenia	hasMember	108110373	species	 	3+ 	1
101628885	Salamandridae	hasMember	101332347	Togaviridae	 	3+ 	1
102543412	Synodontidae	hasMember	108108627	subfamily	 	3+ 	1
111753936	Mimosaceae	hasMember	108108972	genus	 	3+ 	1
107974766	age class	hasMember	110307234	member	 	3+ 	0.8
113041548	Tulostomatales	hasMember	108107499	family	 	3+ 	1
101876180	Peramelidae	hasMember	101333082	Arenaviridae	 	3+ 	1
107948518	initiate	hasMember	108546183	county	 	3+ 	0.8
112458002	Hyacinthaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101836809	Podargidae	hasMember	108108627	subfamily	 	3+ 	1
101913838	Anthozoa	hasMember	101916738	Madreporaria	 	3+ 	1
112383073	Passifloraceae	hasMember	112383256	Passiflora	 	3+ 	1
102001428	Ciconiiformes	hasMember	102005102	Balaenicipitidae	 	3+ 	1
102654256	Ostraciidae	hasMember	102654425	boxfish	 	3+ 	1
102625132	Acanthocybium	hasMember	108110373	species	 	3+ 	1
108054226	extended care facility	hasMember	110287213	man	 	3+ 	0.8
112100538	Gramineae	hasMember	112126911	Panicum	 	3+ 	1
107943300	peoples	hasMember	110231515	king	 	3+ 	0.8
112605965	Commelinaceae	hasMember	108108972	genus	 	3+ 	1
112283981	Alnus	hasMember	112285705	speckled alder	 	3+ 	1
112724201	Salix	hasMember	112726159	golden willow	 	3+ 	1
101565804	Prinia	hasMember	108109624	subgenus	 	3+ 	1
102224323	Mastotermitidae	hasMember	108108972	genus	 	3+ 	1
102306159	Lasiocampidae	hasMember	101332653	Flaviviridae	 	3+ 	1
108409617	high school	hasMember	109917593	child	 	3+ 	0.8
113054211	Boletaceae	hasMember	113059139	Suillus	 	3+ 	1
102215334	Sphecidae	hasMember	108108627	subfamily	 	3+ 	1
112949722	Valerianaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101932800	Ancylostomatidae	hasMember	101332347	Togaviridae	 	3+ 	1
113334767	blue chip	hasMember	113333047	liquid assets	 	3+ 	1
111566682	rosid dicot family	hasMember	101332653	Flaviviridae	 	3+ 	1
101822773	Cuculidae	hasMember	108108784	tribe	 	3+ 	1
101963136	Arca	hasMember	101963317	ark shell	 	3+ 	1
112112488	Buchloe	hasMember	108109624	subgenus	 	3+ 	1
112972966	Mucoraceae	hasMember	101332347	Togaviridae	 	3+ 	1
108210254	gendarmerie	hasMember	110287213	man	 	3+ 	0.8
101670673	Geochelone	hasMember	108110373	species	 	3+ 	1
101527480	Alaudidae	hasMember	101332653	Flaviviridae	 	3+ 	1
101808447	Oreortyx	hasMember	108109624	subgenus	 	3+ 	1
111630351	Cupressus	hasMember	111630489	cypress tree	 	3+ 	1
108431345	picket line	hasMember	110287213	man	 	3+ 	0.8
101937719	Hirudinea	hasMember	101938155	Hirudinidae	 	3+ 	1
108293684	motor pool	hasMember	102924116	bus	 	3+ 	1
101775230	Lycosa	hasMember	108109624	subgenus	 	3+ 	1
102229385	Gryllidae	hasMember	102229544	cricket	 	3+ 	1
102005598	Threskiornithidae	hasMember	108108972	genus	 	3+ 	1
108003717	shipping company	hasMember	110053808	employee	 	3+ 	0.8
102593863	Sciaenidae	hasMember	102597173	Menticirrhus	 	3+ 	1
112769815	Ebenales	hasMember	108107191	suborder	 	3+ 	1
108136027	Bureau of Justice Statistics	hasMember	108357992	quorum	 	3+ 	1
101454702	Gasterosteidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
112505987	Andira	hasMember	108110373	species	 	3+ 	1
113026339	Schizosaccharomyces	hasMember	108109624	subgenus	 	3+ 	1
108298918	Social Development Commission	hasMember	108357992	quorum	 	3+ 	1
101828714	Meropidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101455141	Gasterosteus	hasMember	108109624	subgenus	 	3+ 	1
108191701	navy	hasMember	108198398	force	 	3+ 	1
102648769	Hexagrammos	hasMember	108109624	subgenus	 	3+ 	1
112957467	Marsilea	hasMember	108110373	species	 	3+ 	1
112555720	Parochetus	hasMember	112555859	shamrock pea	 	3+ 	1
102241184	Heteroptera	hasMember	102242942	Corixidae	 	3+ 	1
112333397	Psidium	hasMember	112333771	guava	 	3+ 	1
112438977	Amianthum	hasMember	112439154	fly poison	 	3+ 	1
112721864	Guaiacum	hasMember	108109624	subgenus	 	3+ 	1
111744859	plant genus	hasMember	108109624	subgenus	 	3+ 	1
102031143	Scolopax	hasMember	108110373	species	 	3+ 	1
102007422	Phoenicopteridae	hasMember	108108784	tribe	 	3+ 	1
101861465	Mammalia	hasMember	102370525	Ungulata	 	3+ 	1
108140219	Bureau of Alcohol Tobacco and Firearms	hasMember	108357992	quorum	 	3+ 	1
101631903	Ambystoma	hasMember	108109624	subgenus	 	3+ 	1
101776546	Ixodidae	hasMember	108108784	tribe	 	3+ 	1
101941670	Gastropoda	hasMember	101948788	Patellidae	 	3+ 	1
108079613	club	hasMember	100723984	shortstop	 	3+ 	1
112876684	Scrophularia	hasMember	108109624	subgenus	 	3+ 	1
101500995	Rajidae	hasMember	101501160	skate	 	3+ 	1
108120079	payroll	hasMember	108400965	membership	 	3+ 	1
101502262	Aves	hasMember	102012306	Gruiformes	 	3+ 	1
101834039	Archilochus	hasMember	101834177	Archilochus colubris	 	3+ 	1
101448767	Poeciliidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108378555	class structure	hasMember	108367880	political system	 	3+ 	1
113235947	Araujia	hasMember	113236100	cruel plant	 	3+ 	1
108080947	police squad	hasMember	110439851	player	 	3+ 	0.8
112690388	Burseraceae	hasMember	112691189	Bursera	 	3+ 	1
102646377	Cyclopteridae	hasMember	101333082	Arenaviridae	 	3+ 	1
102549796	Belonidae	hasMember	108108784	tribe	 	3+ 	1
101481599	Elasmobranchii	hasMember	101483188	Lamnidae	 	3+ 	1
101775592	Ctenizidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
108471589	common front	hasMember	110287213	man	 	3+ 	0.8
102001821	Ciconiidae	hasMember	102004661	Mycteria	 	3+ 	1
113183251	Ceterach	hasMember	108110373	species	 	3+ 	1
112615427	Potamogetonaceae	hasMember	112618524	Zostera	 	3+ 	1
102625132	Acanthocybium	hasMember	108109624	subgenus	 	3+ 	1
111911591	Compositae	hasMember	111956208	Conyza	 	3+ 	1
101605119	Accipitridae	hasMember	108108972	genus	 	3+ 	1
112884523	Penstemon	hasMember	108109624	subgenus	 	3+ 	1
101313093	Animalia	hasMember	101918152	ctenophore genus	 	3+ 	1
108186655	gas company	hasMember	108400965	membership	 	3+ 	1
101976477	Brachyura	hasMember	101977684	Cancridae	 	3+ 	1
107944754	brave	hasMember	108497294	area	 	3+ 	0.8
102494257	Lagothrix	hasMember	102494383	woolly monkey	 	3+ 	1
108185211	limited company	hasMember	110787470	woman	 	3+ 	0.8
108089205	Church of Jesus Christ of Latter-Day Saints	hasMember	108357992	quorum	 	3+ 	1
102647503	Agonidae	hasMember	101332347	Togaviridae	 	3+ 	1
112892226	Solanaceae	hasMember	112902887	Cyphomandra	 	3+ 	1
102231930	Phyllidae	hasMember	108108972	genus	 	3+ 	1
108213817	regiment	hasMember	108400965	membership	 	3+ 	1
101997698	Ostracoda	hasMember	101997825	seed shrimp	 	3+ 	1
102411427	Ovis	hasMember	102412440	lamb	 	3+ 	1
102369012	Bathyergidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108284370	riding school	hasMember	108400965	membership	 	3+ 	1
102003735	genus Jabiru	hasMember	102003839	jabiru	 	3+ 	1
101892271	Blarina	hasMember	108109624	subgenus	 	3+ 	1
111911591	Compositae	hasMember	112025019	Tetraneuris	 	3+ 	1
101890274	Chrysochloridae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101578821	Corvus	hasMember	101579578	jackdaw	 	3+ 	1
102317488	Ophiuroidea	hasMember	108106934	order	 	3+ 	1
108383185	Kashag	hasMember	110468559	president	 	3+ 	0.8
102171633	Scarabaeidae	hasMember	102172387	genus Scarabaeus	 	3+ 	1
101445173	Catostomus	hasMember	108109624	subgenus	 	3+ 	1
111620248	Pseudolarix	hasMember	111620389	golden larch	 	3+ 	1
102199999	Culicidae	hasMember	102201252	Anopheles	 	3+ 	1
112564840	Pterocarpus	hasMember	108110373	species	 	3+ 	1
111804082	Caryophyllales	hasMember	111835806	Nyctaginaceae	 	3+ 	1
101892271	Blarina	hasMember	108110373	species	 	3+ 	1
101734273	Lampropeltis	hasMember	101734418	king snake	 	3+ 	1
108136502	Immigration and Naturalization Service	hasMember	110287213	man	 	3+ 	0.8
108154012	Bourbon	hasMember	109869578	Bourbon	 	3+ 	1
102436993	Camelus	hasMember	108110373	species	 	3+ 	1
108323825	board of trustees	hasMember	108357992	quorum	 	3+ 	1
108477511	wolf pack	hasMember	103466600	guided missile frigate	 	3+ 	1
111754188	Mimosoideae	hasMember	101332653	Flaviviridae	 	3+ 	1
101925469	Trematoda	hasMember	101926090	Fasciolidae	 	3+ 	1
101600909	Ptilonorhynchus	hasMember	108109624	subgenus	 	3+ 	1
102081423	Odobenus	hasMember	108110373	species	 	3+ 	1
102068735	Delphinidae	hasMember	102069569	Tursiops	 	3+ 	1
102642430	Scorpaenidae	hasMember	101333610	Reoviridae	 	3+ 	1
108214698	platoon	hasMember	110662162	stringer	 	3+ 	1
111597924	Ephedraceae	hasMember	101332653	Flaviviridae	 	3+ 	1
101362999	genus Thiobacillus	hasMember	108109624	subgenus	 	3+ 	1
102617402	Zoarces	hasMember	102617537	viviparous eelpout	 	3+ 	1
111817774	Stellaria	hasMember	101331345	Bunyaviridae	 	3+ 	1
108424044	Securities and Exchange Commission	hasMember	110287213	man	 	3+ 	0.8
101628885	Salamandridae	hasMember	101630284	newt	 	3+ 	1
112387478	Viola	hasMember	108110373	species	 	3+ 	1
102056421	Aptenodytes	hasMember	102056728	emperor penguin	 	3+ 	1
112775225	Payena	hasMember	112775393	gutta-percha tree	 	3+ 	1
111536778	Bryophyta	hasMember	111537665	moss family	 	3+ 	1
111692952	Ranales	hasMember	111693566	Annonaceae	 	3+ 	1
112188985	Bombacaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
112790835	genus Philadelphus	hasMember	108110373	species	 	3+ 	1
103367663	flotilla	hasMember	104552696	warship	 	3+ 	1
101818169	Amazona	hasMember	108110373	species	 	3+ 	1
102313495	Bryozoa	hasMember	102314321	Entoprocta	 	3+ 	1
112792041	Saxifragaceae	hasMember	112792638	Saxifraga	 	3+ 	1
102007721	Ardeidae	hasMember	102011156	Cochlearius	 	3+ 	1
102021438	Charadriiformes	hasMember	102036982	Haematopus	 	3+ 	1
101404813	genus Fucus	hasMember	101405107	serrated wrack	 	3+ 	1
111712153	Liriodendron	hasMember	111712282	tulip tree	 	3+ 	1
101662274	Chelonia	hasMember	108107191	suborder	 	3+ 	1
102443683	Poecilogale	hasMember	102443808	muishond	 	3+ 	1
101666802	Kinosternidae	hasMember	101332347	Togaviridae	 	3+ 	1
108274826	outfit	hasMember	108400965	membership	 	3+ 	1
112756286	Aquifoliaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
112423565	Liliaceae	hasMember	112455101	Colchicaceae	 	3+ 	1
102545687	Lampris	hasMember	108110373	species	 	3+ 	1
101739260	Oxybelis	hasMember	108110373	species	 	3+ 	1
102373093	Perissodactyla	hasMember	108107499	family	 	3+ 	1
102193799	Cuterebridae	hasMember	101332347	Togaviridae	 	3+ 	1
112747961	Celastrus	hasMember	108110373	species	 	3+ 	1
113080471	Dematiaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102546177	Trachipteridae	hasMember	101331345	Bunyaviridae	 	3+ 	1
107943300	peoples	hasMember	108546183	county	 	3+ 	0.8
108091575	Jehovah`s Witnesses	hasMember	108400965	membership	 	3+ 	1
112123050	Hordeum	hasMember	108109624	subgenus	 	3+ 	1
101612803	Polyborus	hasMember	101612955	Audubon`s caracara	 	3+ 	1
102133512	Selenarctos	hasMember	108110373	species	 	3+ 	1
108295580	United Nations	hasMember	108296720	Economic and Social Council	 	3+ 	1
102547947	Lophiidae	hasMember	101333610	Reoviridae	 	3+ 	1
102351212	Zapus	hasMember	108110373	species	 	3+ 	1
102249365	Diaspididae	hasMember	101333610	Reoviridae	 	3+ 	1
112636107	Mespilus	hasMember	108109624	subgenus	 	3+ 	1
108326383	standing committee	hasMember	108400965	membership	 	3+ 	1
101366415	genus Corynebacterium	hasMember	108109624	subgenus	 	3+ 	1
112006503	Ratibida	hasMember	112007196	long-head coneflower	 	3+ 	1
112501745	Papilionoideae	hasMember	112517820	Codariocalyx	 	3+ 	1
102246284	Aleyrodidae	hasMember	108108784	tribe	 	3+ 	1
101854223	Mergus	hasMember	108109624	subgenus	 	3+ 	1
101796222	Lagopus	hasMember	101796340	ptarmigan	 	3+ 	1
102048832	Gavidae	hasMember	101332347	Togaviridae	 	3+ 	1
108441039	police state	hasMember	108359949	political unit	 	3+ 	1
102366825	Myocastor	hasMember	108109624	subgenus	 	3+ 	1
112734446	Santalales	hasMember	108107191	suborder	 	3+ 	1
101717666	Dromaeosauridae	hasMember	101718276	genus Utahraptor	 	3+ 	1
101356086	Eubacteriales	hasMember	101354149	Rhizobiaceae	 	3+ 	1
101467675	genus Amphioxus	hasMember	101467804	lancelet	 	3+ 	1
102217334	Chalcididae	hasMember	101332347	Togaviridae	 	3+ 	1
111987722	Lagenophera	hasMember	108109624	subgenus	 	3+ 	1
102445564	Mephitinae	hasMember	108108972	genus	 	3+ 	1
108278924	direct-grant school	hasMember	109917593	child	 	3+ 	0.8
113043264	Lycoperdales	hasMember	108107499	family	 	3+ 	1
101545425	Menura	hasMember	108110373	species	 	3+ 	1
102151108	Diphylla	hasMember	102151230	hairy-legged vampire bat	 	3+ 	1
102543093	Myctophidae	hasMember	102543255	lanternfish	 	3+ 	1
102549533	Synentognathi	hasMember	108107191	suborder	 	3+ 	1
102213967	Polistes	hasMember	108110373	species	 	3+ 	1
101409244	Volvox	hasMember	108110373	species	 	3+ 	1
108094262	Sanhedrin	hasMember	108400965	membership	 	3+ 	1
112682054	Dipsacaceae	hasMember	101332347	Togaviridae	 	3+ 	1
101498822	Myliobatidae	hasMember	101332347	Togaviridae	 	3+ 	1
108062970	newspaper	hasMember	108220714	division	 	3+ 	1
101977684	Cancridae	hasMember	101333610	Reoviridae	 	3+ 	1
112393942	Laportea	hasMember	108109624	subgenus	 	3+ 	1
101929951	Phasmidia	hasMember	108106934	order	 	3+ 	1
101909111	Cnidaria	hasMember	101909422	coelenterate	 	3+ 	1
112637729	Prunus	hasMember	112649723	blackthorn	 	3+ 	1
102192388	Sarcophaga	hasMember	108110373	species	 	3+ 	1
112893094	Solanum	hasMember	112893463	nightshade	 	3+ 	1
112719277	Tropaeolaceae	hasMember	101333610	Reoviridae	 	3+ 	1
108070236	commodity brokerage	hasMember	108400965	membership	 	3+ 	1
106825273	type family	hasMember	106825399	font	 	3+ 	1
108162860	House of Lords	hasMember	110287213	man	 	3+ 	0.8
102180742	Staphylinidae	hasMember	108108784	tribe	 	3+ 	1
102574489	Discocephali	hasMember	102574651	Echeneididae	 	3+ 	1
108072104	face-amount certificate company	hasMember	108400965	membership	 	3+ 	1
111937523	genus Ayapana	hasMember	108109624	subgenus	 	3+ 	1
101808785	Numididae	hasMember	108108627	subfamily	 	3+ 	1
102011668	Botaurus	hasMember	102011805	American bittern	 	3+ 	1
102213362	Vespula	hasMember	102213543	common wasp	 	3+ 	1
112683950	Balsaminaceae	hasMember	108108627	subfamily	 	3+ 	1
112129525	Phalaris	hasMember	108109624	subgenus	 	3+ 	1
101652850	Gastrophryne	hasMember	108109624	subgenus	 	3+ 	1
102494866	Tupaiidae	hasMember	101333082	Arenaviridae	 	3+ 	1
108413092	secondary modern school	hasMember	108518374	campus	 	3+ 	0.8
112996225	Basidiomycota	hasMember	113065702	Tiliomycetes	 	3+ 	1
101774918	Lycosidae	hasMember	101332653	Flaviviridae	 	3+ 	1
111649597	Phyllocladaceae	hasMember	101333610	Reoviridae	 	3+ 	1
112152406	Eriophorum	hasMember	108110373	species	 	3+ 	1
107970406	family	hasMember	110399491	parent	 	3+	1
112033310	genus Xeranthemum	hasMember	112033504	xeranthemum	 	3+ 	1
101843932	Trogonidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101589125	Certhiidae	hasMember	108108972	genus	 	3+ 	1
101893535	Erinaceidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108354243	detective agency	hasMember	108400965	membership	 	3+ 	1
112735666	genus Buckleya	hasMember	112735817	buckleya	 	3+ 	1
111633459	Callitris	hasMember	108110373	species	 	3+ 	1
111792155	genus Spathiphyllum	hasMember	108109624	subgenus	 	3+ 	1
102546477	Trachipterus	hasMember	108110373	species	 	3+ 	1
102204460	Sciaridae	hasMember	108108972	genus	 	3+ 	1
112660009	Rubiaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
112003407	Pilosella	hasMember	112003814	orange hawkweed	 	3+ 	1
111566230	asterid dicot family	hasMember	101333082	Arenaviridae	 	3+ 	1
108170978	allies	hasMember	108400965	membership	 	3+ 	1
113227235	Thelypteridaceae	hasMember	113229358	Oreopteris	 	3+ 	1
101518564	Struthionidae	hasMember	101518718	Struthio	 	3+ 	1
101960301	Ostreidae	hasMember	108108784	tribe	 	3+ 	1
111792155	genus Spathiphyllum	hasMember	108110373	species	 	3+ 	1
112018640	Sonchus	hasMember	112018760	sow thistle	 	3+ 	1
102037278	Phalaropidae	hasMember	101333610	Reoviridae	 	3+ 	1
112302974	genus Forsythia	hasMember	108109624	subgenus	 	3+ 	1
108187370	opera company	hasMember	108400965	membership	 	3+ 	1
107947958	free	hasMember	109411430	river	 	3+ 	0.8
107945490	damned	hasMember	110332385	mother	 	3+ 	0.8
108235513	Freemasonry	hasMember	110111144	Freemason	 	3+ 	1
101879983	Potoroinae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101807988	Alectoris	hasMember	101808140	red-legged partridge	 	3+ 	1
112198140	Firmiana	hasMember	112198286	Chinese parasol tree	 	3+ 	1
101414841	Rhodymeniaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
108218965	relay	hasMember	109977082	crewman	 	3+ 	1
112527391	Dolichos	hasMember	108110373	species	 	3+ 	1
102435386	Elaphurus	hasMember	108110373	species	 	3+ 	1
111565040	caryophylloid dicot family	hasMember	108108972	genus	 	3+ 	1
108477511	wolf pack	hasMember	104552696	warship	 	3+ 	1
112746733	genus Pachysandra	hasMember	112746884	pachysandra	 	3+ 	1
112044269	genus Aerides	hasMember	108109624	subgenus	 	3+ 	1
112618942	Rosales	hasMember	108107191	suborder	 	3+ 	1
108171792	Axis	hasMember	108400965	membership	 	3+ 	1
102601200	Mugilidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108074109	shipbuilding industry	hasMember	108400965	membership	 	3+ 	1
112957298	Marsileaceae	hasMember	101332347	Togaviridae	 	3+ 	1
108311522	panchayat	hasMember	109944763	council member	 	3+ 	0.8
108003173	film company	hasMember	108524735	city	 	3+ 	0.8
112501537	Papilionaceae	hasMember	101332347	Togaviridae	 	3+ 	1
112405209	Ulmus	hasMember	112406304	winged elm	 	3+ 	1
101709723	genus Barosaurus	hasMember	108110373	species	 	3+ 	1
112181147	Iliamna	hasMember	108109624	subgenus	 	3+ 	1
112917338	Euphorbia	hasMember	112922119	toothed spurge	 	3+ 	1
112737745	Loranthus	hasMember	108109624	subgenus	 	3+ 	1
112339972	Nyssaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102621721	Gempylidae	hasMember	102622408	Lepidocybium	 	3+ 	1
106856568	scale	hasMember	106865345	note	 	3+ 	1
111908718	Stylophorum	hasMember	108110373	species	 	3+ 	1
111607392	Coniferales	hasMember	108107499	family	 	3+ 	1
102436813	Camelidae	hasMember	101333082	Arenaviridae	 	3+ 	1
107943646	ancients	hasMember	110231515	king	 	3+ 	0.8
101611252	Falco	hasMember	101611969	kestrel	 	3+ 	1
112602118	genus Eriogonum	hasMember	108110373	species	 	3+ 	1
108412958	grammar school	hasMember	110787470	woman	 	3+ 	0.8
113222035	Lepidodendraceae	hasMember	101332653	Flaviviridae	 	3+ 	1
108331762	special court-martial	hasMember	108414119	jury	 	3+ 	1
102551824	Acanthopterygii	hasMember	108107499	family	 	3+ 	1
112456278	Hemerocallidaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
102001821	Ciconiidae	hasMember	101333082	Arenaviridae	 	3+ 	1
101500995	Rajidae	hasMember	101332347	Togaviridae	 	3+ 	1
102475821	genus Australopithecus	hasMember	102476567	Australopithecus afarensis	 	3+ 	1
113011856	Entolomataceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101751621	Hydrophidae	hasMember	101333610	Reoviridae	 	3+ 	1
112503908	genus Amorpha	hasMember	108110373	species	 	3+ 	1
101601550	Cinclidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101367430	Enterobacteriaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108414807	jury	hasMember	109944022	commissioner	 	3+ 	1
112942930	Pimpinella	hasMember	108109624	subgenus	 	3+ 	1
102258780	Cicadellidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101818409	Ara	hasMember	108109624	subgenus	 	3+ 	1
108234493	craft union	hasMember	108400965	membership	 	3+ 	1
107945949	deaf	hasMember	108552138	district	 	3+ 	0.8
112039743	Orchidaceae	hasMember	112045352	Aplectrum	 	3+ 	1
113187604	Davalliaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
107944900	cautious	hasMember	108513718	place	 	3+ 	0.8
112374002	Cistaceae	hasMember	112374238	Cistus	 	3+ 	1
102559606	Centropomidae	hasMember	102559862	robalo	 	3+ 	1
108090547	Church of the Brethren	hasMember	107991364	congregation	 	3+ 	1
111860801	Montia	hasMember	111861021	Indian lettuce	 	3+ 	1
108349548	admiralty	hasMember	110287213	man	 	3+ 	0.8
101787546	Limulidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101456939	Macrorhamphosidae	hasMember	101333610	Reoviridae	 	3+ 	1
101915414	Pennatulidae	hasMember	108108972	genus	 	3+ 	1
102543412	Synodontidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
111890329	Lepidium	hasMember	111890507	common garden cress	 	3+ 	1
112802987	Tellima	hasMember	112803226	false alumroot	 	3+ 	1
101676113	Pygopus	hasMember	108109624	subgenus	 	3+ 	1
108218212	complement	hasMember	108242799	crew	 	3+ 	1
102235321	Cryptocercidae	hasMember	101333082	Arenaviridae	 	3+ 	1
108159591	Wei	hasMember	110308275	clansman	 	3+ 	1
102182796	Sitophylus	hasMember	108110373	species	 	3+ 	1
102081282	Odobenidae	hasMember	101333082	Arenaviridae	 	3+ 	1
101751979	Viperidae	hasMember	101752433	Vipera	 	3+ 	1
101700076	Ornithischia	hasMember	108107499	family	 	3+ 	1
108330106	appellate court	hasMember	108414119	jury	 	3+ 	1
102491590	family Cebidae	hasMember	102493109	Cacajao	 	3+ 	1
